OID_,year,Date,Subregion,Habitat,SiteID,SiteName,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex
1453,2007,9/14/2007 0:00:00,MK,P,34,West Turtle Shoal,341,Y,1059,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0189,0.0,0.0,0.0,0.0019,0.0,0.0,0.0009,0.0,0.0094,0.0085,0.0,0.0,0.0,0.0,0.0009,0.0331,0.0,0.0019,0.0
1454,2007,9/14/2007 0:00:00,MK,P,34,West Turtle Shoal,342,Y,1067,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0019,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0084,0.0,0.0,0.0,0.0,0.0,0.0394,0.0,0.0019,0.0
1455,2007,9/14/2007 0:00:00,MK,P,34,West Turtle Shoal,343,Y,1021,0.0039,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0137,0.0,0.0,0.0,0.001,0.0,0.0,0.0059,0.0,0.0039,0.0029,0.0,0.0147,0.0049,0.0,0.0,0.0451,0.0,0.0078,0.002
1456,2007,9/14/2007 0:00:00,MK,P,34,West Turtle Shoal,344,Y,1115,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0036,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0027,0.0
1457,2007,9/11/2007 0:00:00,MK,P,35,Dustan Rocks,352,Y,1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0232,0.0,0.0,0.0039,0.0039,0.0,0.0,0.0494,0.0019,0.0029,0.0
1458,2007,9/11/2007 0:00:00,MK,P,35,Dustan Rocks,353,Y,1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0137,0.0,0.0,0.0,0.001,0.0,0.0,0.0186,0.0,0.0088,0.0,0.001,0.0,0.002,0.0,0.0,0.0499,0.0,0.0,0.0
1459,2007,9/11/2007 0:00:00,MK,P,35,Dustan Rocks,354,Y,1078,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0028,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0844,0.0,0.0,0.0019,0.0,0.0,0.0,0.0742,0.0,0.0019,0.0009,0.0,0.0,0.0009,0.0,0.0,0.0455,0.0,0.0158,0.0
1460,2007,9/28/2007 0:00:00,LK,P,36,West Washer Women,361,Y,1267,0.0,0.0,0.0,0.0,0.0,0.0781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0497,0.0,0.0,0.0,0.0032,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0584,0.0,0.0016,0.0047
1461,2007,9/28/2007 0:00:00,LK,P,36,West Washer Women,363,Y,1324,0.0,0.0,0.0,0.0,0.0,0.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0853,0.0,0.0,0.0,0.0045,0.0,0.0,0.031,0.0,0.0128,0.0,0.0,0.0,0.0008,0.0,0.0,0.0831,0.0,0.0008,0.0
1462,2007,9/25/2007 0:00:00,LK,P,37,Western Head,372,Y,932,0.0,0.0,0.0,0.0,0.0,0.0858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0923,0.0,0.0,0.0,0.0,0.0021,0.0,0.0097,0.0,0.0011,0.0,0.0,0.0,0.0032,0.0,0.0,0.0258,0.0,0.0,0.0
1463,2007,9/25/2007 0:00:00,LK,P,37,Western Head,373,Y,801,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0012,0.0,0.0025,0.0,0.0,0.0162,0.0,0.0,0.0
1464,2007,9/25/2007 0:00:00,LK,P,37,Western Head,374,Y,936,0.0,0.0,0.0,0.0,0.0,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.015,0.0075,0.0,0.0,0.0203,0.0,0.0,0.0
1465,2007,9/25/2007 0:00:00,LK,P,38,Cliff Green,383,Y,1092,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0174,0.0,0.0,0.0
1466,2007,9/25/2007 0:00:00,LK,P,38,Cliff Green,384,Y,964,0.0,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.0031,0.0,0.0,0.0,0.0,0.0021,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0052,0.0
1467,2007,9/28/2007 0:00:00,LK,BCP,39,Smith Shoal,392,Y,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0,0.0274,0.0,0.0,0.0,0.0,0.008,0.0,0.0046,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,2007,9/28/2007 0:00:00,LK,BCP,39,Smith Shoal,393,Y,1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0258,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0
1469,2007,9/28/2007 0:00:00,LK,BCP,39,Smith Shoal,394,Y,1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.001,0.0,0.006,0.0,0.0,0.0,0.003,0.0,0.0,0.0069,0.0,0.001,0.0
1470,2007,9/29/2007 0:00:00,LK,P,40,Jaap Reef,401,Y,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0
1471,2007,9/29/2007 0:00:00,LK,P,40,Jaap Reef,402,Y,1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0
1472,2007,9/29/2007 0:00:00,LK,P,40,Jaap Reef,404,Y,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.1654,0.0,0.0,0.0,0.0053,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,2007,7/16/2007 0:00:00,UK,OS,50,Carysfort Shallow,501,Y,932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,2007,7/16/2007 0:00:00,UK,OS,50,Carysfort Shallow,502,Y,811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0
1475,2007,7/16/2007 0:00:00,UK,OS,50,Carysfort Shallow,503,Y,997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0
1476,2007,7/12/2007 0:00:00,UK,OS,51,Grecian Rocks,511,Y,897,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0
1477,2007,7/12/2007 0:00:00,UK,OS,51,Grecian Rocks,512,Y,970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,2007,7/12/2007 0:00:00,UK,OS,51,Grecian Rocks,513,Y,993,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0131,0.0,0.0,0.001
1479,2007,7/12/2007 0:00:00,UK,OS,51,Grecian Rocks,514,Y,1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0018,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0009,0.0009
1480,2007,7/17/2007 0:00:00,UK,OS,52,Molasses Shallow,521,Y,962,0.0,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0073,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052
1481,2007,7/17/2007 0:00:00,UK,OS,52,Molasses Shallow,522,Y,1015,0.0,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,2007,7/17/2007 0:00:00,UK,OS,52,Molasses Shallow,523,Y,886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0011
1483,2007,7/19/2007 0:00:00,UK,OS,53,Conch Shallow,531,Y,1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0
1484,2007,7/19/2007 0:00:00,UK,OS,53,Conch Shallow,533,Y,1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0
1485,2007,7/19/2007 0:00:00,UK,OS,53,Conch Shallow,534,Y,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,2007,7/13/2007 0:00:00,MK,OS,54,Alligator Shallow,541,Y,977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0
1487,2007,7/13/2007 0:00:00,MK,OS,54,Alligator Shallow,542,Y,940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,2007,7/13/2007 0:00:00,MK,OS,54,Alligator Shallow,543,Y,875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,2007,5/17/2007 0:00:00,MK,OS,55,Tennessee Shallow,552,Y,1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0018,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0027,0.0
1490,2007,5/17/2007 0:00:00,MK,OS,55,Tennessee Shallow,553,Y,1067,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0
1491,2007,5/17/2007 0:00:00,MK,OS,55,Tennessee Shallow,554,Y,1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,2007,10/19/2007 0:00:00,MK,OS,56,Sombrero Shallow,561,Y,1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0
1493,2007,5/14/2007 0:00:00,MK,OS,56,Sombrero Shallow,562,Y,869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0
1494,2007,5/14/2007 0:00:00,MK,OS,56,Sombrero Shallow,563,Y,853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0059,0.0,0.0,0.0
1495,2007,5/14/2007 0:00:00,MK,OS,56,Sombrero Shallow,564,Y,881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034
1496,2007,10/18/2007 0:00:00,LK,OS,57,Looe Key Shallow,572,Y,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0038,0.0,0.0,0.0
1497,2007,10/18/2007 0:00:00,LK,OS,57,Looe Key Shallow,573,Y,1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0184,0.0028,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0
1498,2007,10/18/2007 0:00:00,LK,OS,57,Looe Key Shallow,574,Y,898,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.2539,0.0,0.0022,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,2007,9/25/2007 0:00:00,LK,OS,58,Eastern Sambo Shallow,582,Y,1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,2007,9/25/2007 0:00:00,LK,OS,58,Eastern Sambo Shallow,583,Y,1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,2007,9/25/2007 0:00:00,LK,OS,58,Eastern Sambo Shallow,584,Y,1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0
1502,2007,9/25/2007 0:00:00,LK,OS,59,Western Sambo Shallow,591,Y,1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,2007,9/25/2007 0:00:00,LK,OS,59,Western Sambo Shallow,592,Y,1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0016,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0
1504,2007,9/25/2007 0:00:00,LK,OS,59,Western Sambo Shallow,594,Y,1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.042,0.0018,0.0,0.0,0.0009,0.0,0.0,0.01,0.0,0.0,0.0
1505,2007,9/25/2007 0:00:00,LK,OS,60,Rock Key Shallow,601,Y,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,2007,9/25/2007 0:00:00,LK,OS,60,Rock Key Shallow,602,Y,1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,2007,9/25/2007 0:00:00,LK,OS,60,Rock Key Shallow,603,Y,1067,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,2007,9/25/2007 0:00:00,LK,OS,60,Rock Key Shallow,604,Y,1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0017
1509,2007,9/24/2007 0:00:00,LK,OS,61,Sand Key Shallow,612,Y,957,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0084,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0
1510,2007,9/24/2007 0:00:00,LK,OS,61,Sand Key Shallow,613,Y,1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0019,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,2007,9/24/2007 0:00:00,LK,OS,61,Sand Key Shallow,614,Y,979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.001,0.0,0.0102,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0
1512,2007,7/16/2007 0:00:00,UK,OD,70,Carysfort Deep,701,Y,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0043
1513,2007,7/16/2007 0:00:00,UK,OD,70,Carysfort Deep,702,Y,894,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0067,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022
1514,2007,7/17/2007 0:00:00,UK,OD,72,Molasses Deep,721,Y,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0
1515,2007,7/17/2007 0:00:00,UK,OD,72,Molasses Deep,722,Y,996,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0
1516,2007,7/19/2007 0:00:00,UK,OD,73,Conch Deep,733,Y,1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0047,0.0,0.0,0.0,0.0008,0.0,0.0,0.0063,0.0,0.0,0.007
1517,2007,7/19/2007 0:00:00,UK,OD,73,Conch Deep,734,Y,1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002
